kingdom	phylum	class	order	family	genus	species	status	query
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_prora	itis_species	Litoria_prora
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_pygmaea	itis_species	Litoria_pygmaea
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_quadrilineata	itis_species	Litoria_quadrilineata
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_raniformis	itis_species	Litoria_raniformis
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_revelata	itis_species	Litoria_revelata
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_rheocola	itis_species	Litoria_rheocola
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_rothii	itis_species	Litoria_rothii
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_rubella	itis_species	Litoria_rubella
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_rubrops	itis_species	Litoria_rubrops
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_sanguinolenta	itis_species	Litoria_sanguinolenta
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_spenceri	itis_species	Litoria_spenceri
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_spinifera	itis_species	Litoria_spinifera
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_splendida	itis_species	Litoria_splendida
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_subglandulosa	itis_species	Litoria_subglandulosa
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_thesaurensis	itis_species	Litoria_thesaurensis
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_timida	itis_species	Litoria_timida
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_tornieri	itis_species	Litoria_tornieri
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_tyleri	itis_species	Litoria_tyleri
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_umbonata	itis_species	Litoria_umbonata
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_vagabunda	itis_species	Litoria_vagabunda
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_verreauxii	itis_species	Litoria_verreauxii
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_vocivincens	itis_species	Litoria_vocivincens
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_wapogaensis	itis_species	Litoria_wapogaensis
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_watjulumensis	itis_species	Litoria_watjulumensis
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_wisselensis	itis_species	Litoria_wisselensis
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_wollastoni	itis_species	Litoria_wollastoni
Animalia	Chordata	Amphibia	Anura	Hylidae	Litoria	Litoria_xanthomera	itis_species	Litoria_xanthomera
Animalia	Chordata	Amphibia	Anura	Hylidae	Hylomantis	Hylomantis_granulosa	itis_species	Hylomantis_granulosa
Animalia	Chordata	Amphibia	Anura	Hylidae	Phasmahyla	Phasmahyla_exilis	itis_species	Phasmahyla_exilis
Animalia	Chordata	Amphibia	Anura	Hylidae	Phasmahyla	Phasmahyla_jandaia	itis_species	Phasmahyla_jandaia
Animalia	Chordata	Amphibia	Anura	Hylidae	Phrynomedusa	Phrynomedusa_appendiculata	itis_species	Phrynomedusa_appendiculata
Animalia	Chordata	Amphibia	Anura	Hylidae	Phrynomedusa	Phrynomedusa_bokermanni	itis_species	Phrynomedusa_bokermanni
Animalia	Chordata	Amphibia	Anura	Hylidae	Phrynomedusa	Phrynomedusa_marginata	itis_species	Phrynomedusa_marginata
Animalia	Chordata	Amphibia	Anura	Hylidae	Phrynomedusa	Phrynomedusa_vanzolinii	itis_species	Phrynomedusa_vanzolinii
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_atelopoides	itis_species	Phyllomedusa_atelopoides
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_baltea	itis_species	Phyllomedusa_baltea
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_camba	itis_species	Phyllomedusa_camba
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_distincta	itis_species	Phyllomedusa_distincta
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_duellmani	itis_species	Phyllomedusa_duellmani
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_ecuatoriana	itis_species	Phyllomedusa_ecuatoriana
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_megacephala	itis_species	Phyllomedusa_megacephala
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_oreades	itis_species	Phyllomedusa_oreades
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_palliata	itis_species	Phyllomedusa_palliata
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_perinesos	itis_species	Phyllomedusa_perinesos
Animalia	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa	Phyllomedusa_tetraploidea	itis_species	Phyllomedusa_tetraploidea
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_anchietae	itis_species	Leptopelis_anchietae
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_argenteus	itis_species	Leptopelis_argenteus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_aubryi	itis_species	Leptopelis_aubryi
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_barbouri	itis_species	Leptopelis_barbouri
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_bequaerti	itis_species	Leptopelis_bequaerti
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_bocagii	itis_species	Leptopelis_bocagii
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_boulengeri	itis_species	Leptopelis_boulengeri
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_brevipes	itis_species	Leptopelis_brevipes
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_brevirostris	itis_species	Leptopelis_brevirostris
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_bufonides	itis_species	Leptopelis_bufonides
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_calcaratus	itis_species	Leptopelis_calcaratus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_christyi	itis_species	Leptopelis_christyi
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_concolor	itis_species	Leptopelis_concolor
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_cynnamomeus	itis_species	Leptopelis_cynnamomeus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_fenestratus	itis_species	Leptopelis_fenestratus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_fiziensis	itis_species	Leptopelis_fiziensis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_flavomaculatus	itis_species	Leptopelis_flavomaculatus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_gramineus	itis_species	Leptopelis_gramineus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_jordani	itis_species	Leptopelis_jordani
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_karissimbensis	itis_species	Leptopelis_karissimbensis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_kivuensis	itis_species	Leptopelis_kivuensis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_lebeaui	itis_species	Leptopelis_lebeaui
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_macrotis	itis_species	Leptopelis_macrotis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_marginatus	itis_species	Leptopelis_marginatus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_millsoni	itis_species	Leptopelis_millsoni
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_modestus	itis_species	Leptopelis_modestus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_mossambicus	itis_species	Leptopelis_mossambicus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_natalensis	itis_species	Leptopelis_natalensis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_nordequatorialis	itis_species	Leptopelis_nordequatorialis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_occidentalis	itis_species	Leptopelis_occidentalis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_ocellatus	itis_species	Leptopelis_ocellatus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_omissus	itis_species	Leptopelis_omissus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_oryi	itis_species	Leptopelis_oryi
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_palmatus	itis_species	Leptopelis_palmatus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_parbocagii	itis_species	Leptopelis_parbocagii
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_parkeri	itis_species	Leptopelis_parkeri
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_parvus	itis_species	Leptopelis_parvus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_ragazzii	itis_species	Leptopelis_ragazzii
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_rufus	itis_species	Leptopelis_rufus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_susanae	itis_species	Leptopelis_susanae
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_uluguruensis	itis_species	Leptopelis_uluguruensis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_vannutellii	itis_species	Leptopelis_vannutellii
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_vermiculatus	itis_species	Leptopelis_vermiculatus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_viridis	itis_species	Leptopelis_viridis
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_xenodactylus	itis_species	Leptopelis_xenodactylus
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_yaldeni	itis_species	Leptopelis_yaldeni
Animalia	Chordata	Amphibia	Anura	Arthroleptidae	Leptopelis	Leptopelis_zebra	itis_species	Leptopelis_zebra
Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	Ceratophrys_cranwelli	itis_species	Ceratophrys_cranwelli
Animalia	Chordata	Amphibia	Anura	Ceratophryidae	Ceratophrys	Ceratophrys_joazeirensis	itis_species	Ceratophrys_joazeirensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_achalensis	itis_species	Odontophrynus_achalensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_barrioi	itis_species	Odontophrynus_barrioi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_cordobae	itis_species	Odontophrynus_cordobae
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_lavillai	itis_species	Odontophrynus_lavillai
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_moratoi	itis_species	Odontophrynus_moratoi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Odontophrynus	Odontophrynus_salvatori	itis_species	Odontophrynus_salvatori
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_avelinoi	itis_species	Proceratophrys_avelinoi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_brauni	itis_species	Proceratophrys_brauni
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_concavitympanum	itis_species	Proceratophrys_concavitympanum
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_cururu	itis_species	Proceratophrys_cururu
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_laticeps	itis_species	Proceratophrys_laticeps
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_melanopogon	itis_species	Proceratophrys_melanopogon
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_moehringi	itis_species	Proceratophrys_moehringi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_palustris	itis_species	Proceratophrys_palustris
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Proceratophrys	Proceratophrys_subguttata	itis_species	Proceratophrys_subguttata
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Crossodactylodes	Crossodactylodes_bokermanni	itis_species	Crossodactylodes_bokermanni
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Crossodactylodes	Crossodactylodes_izecksohni	itis_species	Crossodactylodes_izecksohni
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_acangatan	itis_species	Cycloramphus_acangatan
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_bandeirensis	itis_species	Cycloramphus_bandeirensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_boraceiensis	itis_species	Cycloramphus_boraceiensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_brasiliensis	itis_species	Cycloramphus_brasiliensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_carvalhoi	itis_species	Cycloramphus_carvalhoi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_catarinensis	itis_species	Cycloramphus_catarinensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_cedrensis	itis_species	Cycloramphus_cedrensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_dubius	itis_species	Cycloramphus_dubius
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_duseni	itis_species	Cycloramphus_duseni
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_izecksohni	itis_species	Cycloramphus_izecksohni
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_jordanensis	itis_species	Cycloramphus_jordanensis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_juimirim	itis_species	Cycloramphus_juimirim
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_lutzorum	itis_species	Cycloramphus_lutzorum
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_migueli	itis_species	Cycloramphus_migueli
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_mirandaribeiroi	itis_species	Cycloramphus_mirandaribeiroi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_rhyakonastes	itis_species	Cycloramphus_rhyakonastes
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_semipalmatus	itis_species	Cycloramphus_semipalmatus
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Cycloramphus	Cycloramphus_valae	itis_species	Cycloramphus_valae
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Thoropa	Thoropa_megatympanum	itis_species	Thoropa_megatympanum
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Thoropa	Thoropa_saxatilis	itis_species	Thoropa_saxatilis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Zachaenus	Zachaenus_carvalhoi	itis_species	Zachaenus_carvalhoi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Adelophryne	Adelophryne_adiastola	itis_species	Adelophryne_adiastola
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Adelophryne	Adelophryne_baturitensis	itis_species	Adelophryne_baturitensis
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Adelophryne	Adelophryne_gutturosa	itis_species	Adelophryne_gutturosa
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Adelophryne	Adelophryne_maranguapensis	itis_species	Adelophryne_maranguapensis
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Adelophryne	Adelophryne_pachydactyla	itis_species	Adelophryne_pachydactyla
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Atopophrynus	Atopophrynus_syntomopus	itis_species	Atopophrynus_syntomopus
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Barycholos	Barycholos_ternetzi	itis_species	Barycholos_ternetzi
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Dischidodactylus	Dischidodactylus_colonnelloi	itis_species	Dischidodactylus_colonnelloi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_adelus	itis_species	Eleutherodactylus_adelus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_alcoae	itis_species	Eleutherodactylus_alcoae
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_amadeus	itis_species	Eleutherodactylus_amadeus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_amplinympha	itis_species	Eleutherodactylus_amplinympha
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_apostates	itis_species	Eleutherodactylus_apostates
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_auriculatoides	itis_species	Eleutherodactylus_auriculatoides
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_blairhedgesi	itis_species	Eleutherodactylus_blairhedgesi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_caribe	itis_species	Eleutherodactylus_caribe
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_casparii	itis_species	Eleutherodactylus_casparii
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_chlorophenax	itis_species	Eleutherodactylus_chlorophenax
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_corona	itis_species	Eleutherodactylus_corona
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_darlingtoni	itis_species	Eleutherodactylus_darlingtoni
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_dolomedes	itis_species	Eleutherodactylus_dolomedes
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_eunaster	itis_species	Eleutherodactylus_eunaster
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_fowleri	itis_species	Eleutherodactylus_fowleri
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_glamyrus	itis_species	Eleutherodactylus_glamyrus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_glaphycompus	itis_species	Eleutherodactylus_glaphycompus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_glaucoreius	itis_species	Eleutherodactylus_glaucoreius
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_goini	itis_species	Eleutherodactylus_goini
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_gossei	itis_species	Eleutherodactylus_gossei
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_grahami	itis_species	Eleutherodactylus_grahami
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_griphus	itis_species	Eleutherodactylus_griphus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_guanahacabibes	itis_species	Eleutherodactylus_guanahacabibes
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_guantanamera	itis_species	Eleutherodactylus_guantanamera
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_heminota	itis_species	Eleutherodactylus_heminota
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_iberia	itis_species	Eleutherodactylus_iberia
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_ionthus	itis_species	Eleutherodactylus_ionthus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_jaumei	itis_species	Eleutherodactylus_jaumei
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_lamprotes	itis_species	Eleutherodactylus_lamprotes
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_lucioi	itis_species	Eleutherodactylus_lucioi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_mariposa	itis_species	Eleutherodactylus_mariposa
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_melacara	itis_species	Eleutherodactylus_melacara
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_nortoni	itis_species	Eleutherodactylus_nortoni
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_parapelates	itis_species	Eleutherodactylus_parapelates
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_pentasyringos	itis_species	Eleutherodactylus_pentasyringos
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_principalis	itis_species	Eleutherodactylus_principalis
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_probolaeus	itis_species	Eleutherodactylus_probolaeus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_rhodesi	itis_species	Eleutherodactylus_rhodesi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_riparius	itis_species	Eleutherodactylus_riparius
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_rivularis	itis_species	Eleutherodactylus_rivularis
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_sciagraphus	itis_species	Eleutherodactylus_sciagraphus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_simulans	itis_species	Eleutherodactylus_simulans
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_sisyphodemus	itis_species	Eleutherodactylus_sisyphodemus
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_tetajulia	itis_species	Eleutherodactylus_tetajulia
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_thorectes	itis_species	Eleutherodactylus_thorectes
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_toa	itis_species	Eleutherodactylus_toa
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_tonyi	itis_species	Eleutherodactylus_tonyi
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus	Eleutherodactylus_warreni	itis_species	Eleutherodactylus_warreni
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Euparkerella	Euparkerella_cochranae	itis_species	Euparkerella_cochranae
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Euparkerella	Euparkerella_robusta	itis_species	Euparkerella_robusta
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Euparkerella	Euparkerella_tridactyla	itis_species	Euparkerella_tridactyla
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_barthlenae	itis_species	Phrynopus_barthlenae
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_bracki	itis_species	Phrynopus_bracki
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_dagmarae	itis_species	Phrynopus_dagmarae
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_heimorum	itis_species	Phrynopus_heimorum
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_horstpauli	itis_species	Phrynopus_horstpauli
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_kauneorum	itis_species	Phrynopus_kauneorum
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_tautzorum	itis_species	Phrynopus_tautzorum
Animalia	Chordata	Amphibia	Anura	Strabomantidae	Phrynopus	Phrynopus_thompsoni	itis_species	Phrynopus_thompsoni
Animalia	Chordata	Amphibia	Anura	Eleutherodactylidae	Phyzelaphryne	Phyzelaphryne_miriamae	itis_species	Phyzelaphryne_miriamae
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Alsodes	Alsodes_australis	itis_species	Alsodes_australis
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Alsodes	Alsodes_barrioi	itis_species	Alsodes_barrioi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Alsodes	Alsodes_gargola	itis_species	Alsodes_gargola
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Alsodes	Alsodes_hugoi	itis_species	Alsodes_hugoi
Animalia	Chordata	Amphibia	Anura	Cycloramphidae	Alsodes	Alsodes_kaweshkari	itis_species	Alsodes_kaweshkari
